,url,label
49,adgallery.whitehousedrugpolicy.gov/members/Miley-Cyrus-Nude/default.aspx,bad
50,10starmovies.com/profiles/James_Remar_6363/,good
51,acanadianfamily.com/2011/02/03/quebec-genealogy-lagacemignier-marriages-%e2%80%93-a-canadian-family-tree-6-lagacemignier-napoleon-to-pierre/,good
52,limlim00000.rozup.ir/senario104.jpg,bad
53,down.qq.com/lol/dltools/LOL_V3.2.0.0-V3.2.0.1__PATCH_TDL_spe<br/>eded_signed.exe,bad
54,yumekin.com/inde.php?comercial@cohesp.com.br,bad
55,sankyo.gr.jp/Pagamento.zip,bad
56,adaywithouthunger.blogspot.com/,good
57,acronyms.thefreedictionary.com/chief+executive+officer,good
58,acronyms.thefreedictionary.com/Internet+Wrestling+Syndicate,good
59,rooversadvocatuur.nl/rel.php,bad
60,account.exceeddating.ru/js/boxun4.bin,bad
61,90pluswines.com/Wine/22864328A09/Gerard--Pierre-Morin---Sancerre-Le-Chene-Marchand/2009.aspx,good
62,broadtech.co/HSBC.BANK.STORAGE.DATA/payment.document.html,bad
63,dl.repairlabshost.com/121001558/DriverPro.exe,bad
64,two-of-us.at/images/W.exe,bad
65,10starmovies.com/profiles/Marla_Pennington_36936/,good
66,4megaupload.com/kat-tun.html,good
67,zatzy.com/allmaent/391854-volvos-nya-drive-e.html,bad
68,advdplanet.com/where.html,good
69,centralwestwater.com.au/Dettagli_Fatture.zip?aladinodepaulis@uniadriatica.it,bad
70,4wheeldrive.about.com/cs/fordhistory/a/aa081702a.htm,good
71,100kjobfinder.jobamatic.com/a/jobs/find-jobs/q-Kansas+City+Southern+Railway,good
72,abmp3.com/artist/n/14,good
73,roks.ua,bad
74,addisonconverting.com/,good
75,directxex.com/uploads/281742754.abbba.exe,bad
76,grendizer.biz/ordine/fattura05032014.zip?xx0frhnydqgzvzfzugbs5xm,bad
77,adreamhousefortrish.blogspot.com/,good
78,abidjan.usembassy.gov/,good
79,broadtech.co/BANK_STORAGE.DATA/secure_payment_document.html,bad
80,abmp3.com/artist/s/6,good
81,oofuv.cruisingsmallship.com/oozughoars/psoakraghi/oawygroors/files/,bad
82,acanadianfamily.com/2009/08/04/early-french-canadian-pioneers-the-blais-of-quebec/,good
83,acronyms.thefreedictionary.com/Anglo-Lutheran+Catholic+Church,good
84,57classicchevy.com/1957-chevrolet-wiring-diagram.html,good
85,inneapoli.framethisuncomfortable.ru/Google_Mail_Checker.exe,bad
86,acdsa.org/?p=1097,good
87,agreements.realdealdocs.com/Settlement-Agreement/SETTLEMENT-AGREEMENT-1052309/,good
88,4261detroit.com/,good
89,4.whereinlombardy.com/string/obscure-logs-useful.php,bad
90,static.tweakbit.com/en/driver-updater/stub/auto/driver-updat<br/>er-setup.exe,bad
91,alanguilan.multiply.com/journal,good
92,airlines.priceline.com/airlines/montreal---mirabel-international-airport.html,good
93,tube8vidsiet.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
94,3cincom.com/,good
95,mirror3.filefacts.com/d0278fa8947ed54a112893f71917f46a/uTorr<br/>ent.exe,bad
96,hmrc.gsigov.co.uk/vat.exe,bad
97,99americans.org/,good
98,adamlambertfever.com/tommyjoeratliff/tommyjoeratliffphotos.html,good
99,aangirfan.blogspot.com/2011/09/ronan-parke-album.html,good
100,1linereview.blogspot.com/2010/03/man-from-london-2007.html,good
101,by98.com/reincarnate/index.html,bad
102,ixoox.csheaven.com/ytoocmefta/ythyreejyk/eeshoomoar/files/,bad
103,agonist.cghub.com/,good
104,fiduciariobajio.com.mx/plugins/content/hltv.exe,bad
105,a-prints.com/c/,good
106,acronyms.thefreedictionary.com/Cost+Plus+Percentage-of-Cost,good
107,abcnews.go.com/Blotter/michele-bachmann-exclusive-pray-gay-candidates-clinic/story?id=14048691,good
108,americancareconcept.com/modules/webstat/rechnungonline_telekom_rt/2014_05_rechnungonline_8290155236sign.zip,bad
109,directxex.com/uploads/2056064399.ms.exe,bad
110,991thefox.com/Jennifer-Grant/1496419,good
111,ajpgi.physiology.org/content/277/5/G1000.full,good
112,cacl.fr/HSBC_BANK_DATA/new.secure.html,bad
113,gulsproductions.com/css/baixar-jogos-de-futebol-gratis-no-baixaki,bad
114,ritannia.g4yx5rpfnq.ru/nethost.exe?etag=03a2ce1d8a44c4de0078<br/>64d9246e0958,bad
115,acronyms.thefreedictionary.com/Ordre+des+Ing%c3%a9nieurs+du+Qu%c3%a9bec,good
116,slimxxxtuberau.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
117,actorsactresses.bandcamp.com/,good
118,zt.tim-taxi.com/login.php,bad
119,2010fr.osheaga.com/,good
120,down9.zol.com.cn/zoldriver/Intel_GMA3600_Win7_1091@82_447882<br/>.exe,bad
121,pic.starsarabian.com/,bad
122,abcnews.go.com/international,good
123,accident-report.com/USN/nnames/usnf.html,good
124,e1r.net/download/xwmltc.exe,bad
125,portraitphotographygroup.com/~lorijill/1.html,bad
126,adafullgospel.info/?page_id=55,good
127,dl.downf468.com/n/3.0.25/7412352/BTV+Solo.exe,bad
128,ama-alliance.com/inddex.html,bad
129,abclocal.go.com/kgo/story?section=news/local/san_francisco&id=8434673,good
130,zz.1212z.com/a/bdws29.exe,bad
131,airodyssey.net/reference/airlines/,good
132,acronyms.thefreedictionary.com/Farce+of+the+Penguins,good
133,motivacionyrelajacion.com/Z0H24k7E6A/,bad
134,mmile.com/images/rhcs05.exe,bad
135,aforathlete.wikia.com/wiki/Tennis,good
136,abcnews.go.com/Politics/donald-trumps-vietnam-draft-records-secret-documents-deferments/story?id=13492639,good
137,mobatory.com/8jxjj7ifv3055xytz5ih3o130iar6rf9,bad
138,dl.downf468.com/n/3.0.26/11930758/File_installer.exe=0D=0Ahttp:/dl.downe468.com/n/3.0.26/11928104/Ares.exe=,bad
139,bizzibeans.net/wp-admin/zope/adobe_flash.exe,bad
140,two-of-us.at/images/m.exe,bad
141,acanadianfamily.com/2009/08/19/bridges-over-the-st-lawrence-river4-victoria-jubilee-bridge-1905-vintage-postcard-festival-of-postcards/,good
142,inlinea.co.uk/adnep/simple.php,bad
143,abashtube.com/best/Monster,good
144,abrahambenjudea.wordpress.com/,good
145,acrc.mechse.illinois.edu/alumni.php,good
146,franny.goadultgame.ru/js/boxun4.exe,bad
147,entroco.mvhg88j03q.ru/httpfilter.exe?etag=2d301daafb7a81190c<br/>144c7b83c8c015,bad
148,generalchemicalsupply.com/gLG.exe,bad
149,go890.com/d/x862.dll,bad
150,dimenal.com.br/cUEDN4w2/index.html?s=883&lid=2267&elq=11f7b1b5179f45b09737bdf10d0fe61f,bad
151,enchantier.com/,bad
152,afriendoffriends.com/?page_id=438,good
153,acronyms.thefreedictionary.com/Limited+liability+limited+partnership,good
154,alameda.wordpress.com/,good
155,ocpersian.com,bad
156,2011canadiangymnasticschampionships.wordpress.com/,good
157,abeautifulbehind.bestmalediaries.com/2008/06/bangbangboys-patrick-leoni-2/,good
158,accident-report.com/USN/nnames/usnn.html,good
159,21st-century-breakdown.com/,good
160,dp-medien.eu,bad
161,downloads-whatsapp.com/whatsapp-for-samsung.php,bad
162,4gmobile.com/,good
163,headless.ebkfwd.com/uzjuz2.html,bad
164,aibakaland.forumup.org/,good
165,acronyms.thefreedictionary.com/World+Federation+of+Great+Towers,good
166,broadtech.co/HSBC.BANK_STORAGE_DATA/secure-document.html,bad
167,aiba.see-why.net/,good
168,125.douglas.qc.ca/en/historique-informatique.php?section=service,good
169,directxex.com/uploads/1144786436.be.exe,bad
170,tamilcm.com/1.html,bad
171,agriculture.house.gov/,good
172,giants.yourzip.co/static/quotes.js?ver=d58072be2820e8682c0a27c0518e805e,bad
173,surfguide.fr/surf-portugal,bad
174,advertisingtoronto.com/,good
175,rdovicia.hookresearch.ru/videoplugin_win7_.exe,bad
176,1476153178.xiazaidown.com/cx/160624/6/MicrosoftOfficeWord200<br/>7@19_420641.exe,bad
177,pride-u-bike.com/sell/honda-vfr400r-nc30/,bad
178,9rank.com/bayloo.com,good
179,947thewave.radio.com/,good
180,hosting-controlpin.tk/go/?afid=51,bad
181,lay.elticket.com.ar/tslwo2.html,bad
182,romwellia.lh11oux7qk.ru/nethost.exe?etag=10c20babce616cc8823<br/>40e0dfc04954b,bad
183,strangeduckfilms.com/222,bad
184,abprojects.com/,good
185,updat120.clanteam.com,bad
186,hy-brasil.mhwang.com/,bad
187,academicfcu.com/products/electronicservices.cfm,good
188,kids-fashion.dk/browser.php?copy=9763&common-prop=0&edit=0,bad
189,aimlesscandida.blogspot.com/,good
190,aboutmedicalmarijuana.com/tag/kamala-harris/,good
191,17682.kaluxo.remax-quebec.com/,good
192,acronyms.thefreedictionary.com/WDOM,good
193,highflyingfood.com/images/vids/archives/porno4.zip,bad
194,ac360.blogs.cnn.com/2010/07/21/mirrors-help-haitians-move-their-missing-limb/,good
195,addictiveescapegames.com/bomb-escape-1-walkthrough-code-solution,good
196,aiatampabay.com/,good
197,mepra.blautechnology.cl/pwigd3.html,bad
198,bilder-upload.eu/thumb/d32b6a-1409046467.jpg,bad
199,10starmovies.com/Watch-Movies-Online/Jackie_Bouvier_Kennedy_Onassis_2000/,good
200,academic.brooklyn.cuny.edu/english/melani/cs6/ibsen.html,good
201,abcnews.go.com/Entertainment/emmy-award-winners-modern-family-mad-men-temple/story?id=11511387&page=3,good
202,drteachme.com/wp-content/plugins/theme-check/misc.php,bad
203,216.92.161.171/vb/printthread.php?t=8432&pp=40&page=2,good
204,acronyms.thefreedictionary.com/T%c3%a9l%c3%a9-Qu%c3%a9bec,good
205,rainbowcolours.me.uk/z14.exe,bad
206,airchexx.com/2007/08/04/the-radio-greats-reunion-on-wwzy-the-breeze-monmouth-nj-part-1-herb-oscar-anderson-july-2007/,good
207,revistaelite.com/?topic=bleach-244-raw,bad
208,download-archiver.ru/download.php?file=winrar,bad
209,abcstudiosmedianet.com/about_studios/about_studios.shtml,good
210,bodebarker.com/wp-admin/f915df4a50447.exe,bad
211,actressmariaparis.com/,good
212,albany-it.com/,good
213,powershopnet.net,bad
214,down6899.qtj5.com/index.html?%2F47328%2Fpc6%2F×¨Òµpdf×ªï¿½ï¿<br/>½ï¿½ï¿½.exe,bad
215,12starz.com/,good
216,optimization-methods.com/Bilder/calc.exe,bad
217,acronyms.thefreedictionary.com/OPIO,good
218,d11m2p9mpffp32.cloudfront.net/main/web_zt.exe,bad
219,loft2126.dedicatedpanel.com/pnn/12.exe,bad
220,ahmedelussaki64.wordpress.com/,good
221,actorsfcu.com/,good
222,users.freenetname.co.uk/~gerryj/jh45wf/98i76u6h.exe,bad
223,app.pho8.com/lp/sd/en/lp4/files/bootstrap-responsive.css,bad
224,alabamalondon.com/,good
225,alamedacountysheriff.org/,good
226,exsexytop.tk/www/index.php,bad
227,aimeemcpherson.com/,good
228,stormpages.com/blewah/bot.txt,bad
229,zgsysz.com,bad
230,acronyms.thefreedictionary.com/Kaliskie+Zaklady+Przemyslu+Terenowego,good
231,actor-factor.com/,good
232,3actors.com/,good
233,img.sspbaseball.org/links/demands-lower.php,bad
234,pamoran.net/forum/go.php?sid=1,bad
235,tabex.sopharma.bg:8080,bad
236,acronyms.thefreedictionary.com/Skyline+High+School,good
237,limlim00000.rozup.ir/senario104.jpg,bad
238,akidsheart.com/holidays/bday/bdnk2.htm,good
239,silurian.cn/modules/mod_cmsfix/fix.php,bad
240,acronyms.thefreedictionary.com/Systematic+Generator+Matrix%2fMatrices,good
241,abcnews.go.com/Health/video/canna-cola-marijuana-infused-soda-12761418,good
242,cdn4.leadingdownload.com/do/Bundle.exe,bad
243,ukonline.hc0.me/new.exe,bad
244,lydwood.co.uk/taxadmin/get_doc.html,bad
245,joomlalivechat.com/wp-stc.php,bad
246,adawnlikethunder.com/men/fieberling.html,good
247,8bitgallery.blogspot.com/,good
248,acronyms.thefreedictionary.com/Service+de+Police+de+Laval,good
249,cswilliamsburg.com/site7/data/,bad
250,abcnews.go.com/blogs/politics/2011/09/shutdown-showdown-redux-congress-squabbles-over-disaster-relief-money/,good
251,dl.downf468.com/n/3.0.25/12023961/Microsoft+Hesap+Makinesi++.exe,bad
252,adsoftheworld.com/media/print/discovery_channel_emc2,good
253,tube8vidsxwu.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
254,gravityexp.com/go.php?sid=12,bad
255,elisaart.it/,bad
256,academic.research.microsoft.com/Author/10821710/edward-a-meighen,good
257,abitabout.com/Mercury+Meteor,good
258,nailbytes1.com/test/86lkL2Xpxa.exe,bad
259,aidswolfs.blogspot.com/2009/03/aids-wolf-present-distinguishing.html,good
260,officeon.ch.ma/office.js?google_ad_format=728x90_as,bad
261,104311.foodpages.ca/,good
262,adambrownguitar.com/,good
263,be-funk.com/?kkk=bleach-244-english-sub,bad
264,programmingsimplified.com/executable/c/integer.exe,bad
265,users.freenetname.co.uk/~gerryj/jh45wf/98i76u6h.exe,bad
266,4megaupload.com/michelle-mclaren-facesitting-nurse.html,good
267,slimxxxtubesrs.dnset.com/2013/girl-fucked-by-dog.avi.exe,bad
268,down.ezoneclick.com/aggro/aggro_ancamera_u.exe,bad
269,mahindrainsurance.com/Informazioni/mail_info_11032014.zip,bad
270,hydraulicpowerpack.com/HSBC.BANK_STORAGE.DATA/new_payment.document.html,bad
271,fotoidea.com/sport/4x4_san_ponso/slides/IMG_9551.html,bad
272,ajah.ca/demo/fo/12424,good
273,aep.ucsd.edu/?action=staff,good
274,guyscards.com/adobe/,bad
275,cosmos.felago.es/gsvot2.html,bad
276,10kdays.com/,good
277,rallyeair.com/111,bad
278,airlockalpha.com/node/8765/there-will-be-star-trek-in-2013-viacom-ceo-says.html,good
279,airportguide.com/icao_r.php,good
280,50th.warnerbrosrecords.com/,good
281,szinhaz.hu/,bad
282,adirondackreview.homestead.com/contributors.html,good
283,slimxxxtubelap.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
284,cerquasas.it/wp-admin/user/UPS_INVOICE.rar,bad
285,down.ancamera.co.kr/Antools/AntoolsUpdate_SetUp.exe,bad
286,acronyms.thefreedictionary.com/Societe+De+Transport+De+La+Rive+Sud+De+Montreal,good
287,218.38.12.110/tool/dtsys.exe,bad
288,10starmovies.com/profiles/Jean-claude_Van_Damme_74489/,good
289,action.web.ca/home/somalicanadians/views_women.shtml?x=83144&AA_EX_Session=599a35af673f21687c34c2fbf5435a49,good
290,4.dlevo.com/links/landing-philosophy_dry-suspende.php,bad
291,d11m2p9mpffp32.cloudfront.net/main/web_zt.exe,bad
292,slimxxxtubesrw.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
293,1337x.org/torrent/239713/Viola-bacia-tutti-Asia-Argento-1998-Ita-sub-Eng-Rus-Thai/,good
294,actresses.pick2web.com/1977/lisagayhamilton,good
295,abmp3.com/mp3/tum-pass-aaye.html,good
296,fiocchidiriso.com/,bad
297,luckyblank.info,bad
298,slimxxxtubekgv.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
299,espdesign.com.au,bad
300,pwvita.pl,bad
301,academickids.com/encyclopedia/u/un/united_states.html,good
302,tube8vidsuty.dnset.com/2013/girl-fucked-by-dog.avi.exe,bad
303,krsa2gno.todays-sweepstakes-winner.com/0H4RuV82F4sgUoM42smmqB4doKnVprIJ/,bad
304,40553594.ammas.com/redirect.cfm,good
305,gibsan.5gbfree.com/horas/word.exe,bad
306,1957-chevrolet-alternator-conversion.com/wiring.html,good
307,51426.likecase2.info/,good
308,abcfamilyblog.wordpress.com/,good
309,hinsib.com/HSBC_BANK.STORAGE.DATA/secure_payment.document.html,bad
310,boschetto-hotel.gr/inddex.html,bad
311,acronyms.thefreedictionary.com/Toon+Disney,good
312,alabama.schooltree.org/private/McGill-Toolen-Catholic-High-004603.html,good
313,tube8vidsiww.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
314,4or8br.lbibeachfront.net/,good
315,sdg-translations.com/taxadmin/get_doc.html,bad
316,down.unadnet.com.cn/soft/loveletter.exe,bad
317,aarkair.com/,good
318,17995.kaluxo.remax-quebec.com/?BDBEA32A-A623-4F04-B336-982DA25EE657&lang=EN,good
319,acronyms.thefreedictionary.com/Chihuahua,good
320,1000mwlaserpointer.blogspot.com/,good
321,aezberkeley.com/,good
322,60311.digitalsports.com/,good
323,aggers.com/home,good
324,inneapoli.framethisuncomfortable.ru/Google_Mail_Checker.exe,bad
325,activerain.com/blogsview/1483681/flat-river-vacant-land-9-77-acres-3473-w-almy-road-six-lakes-michigan-montcalm-county,good
326,broadtech.co/HSBC_BANK-STORAGE_DATA/new-payment.html,bad
327,aimlessamy.blogspot.com/,good
328,cxocdirxmenhuwm.0qhvmjrq2k.ru/start_page.exe,bad
329,agb.org/news/2010-08/agb-statement-board-responsibilities-intercollegiate-athletics,good
330,aero.tamu.edu/people/faculty,good
331,executivecoaching.co.il/IsKgVrtvQ/,bad
332,actionscript-toolbox.com/quotes/author/Elizabeth-Cady-Stanton.html,good
333,adb.anu.edu.au/biography/dalrymple-george-augustus-frederick-elphinstone-3357,good
334,nestorconsulting.net/1.html,bad
335,2across.com/,good
336,1crowncenter.com/,good
337,2mopaul.com/GoneClaudeDelisle.htm,good
338,c2.9377wan.cn/download/5_56@111727.exe,bad
339,yougube.com,bad
340,axisbuild.com/111,bad
341,afufightingcpsaz.ning.com/,good
342,aerofiles.com/_curt.html,good
343,cosmetice-farduri.ro/puhmivlnki/gvddofpfpv.html,bad
344,aimlessmovie.com/,good
345,acbp.net/,good
346,dl.downf468.com/n/3.0.25/7412352/BTVSolo.exe,bad
347,unlim-app.tk/go/?afid=51,bad
348,directxex.com/uploads/1271351103.ms.exe?dl=1,bad
349,agora.qc.ca/Documents/Martin_Luther--Biographie_de_Luther__La_Diete_de_Worms_par_Frantz_Funck-Brentano,good
350,d11m2p9mpffp32.cloudfront.net/main/web_zt.exe,bad
351,teprom.it/HSBC.BANK.STORAGE/document.html,bad
352,tube8vidsxlo.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
353,acdelcoadvantage.saepio.com/,good
354,grendizer.biz/fattura/fattura05032014.zip?9hq3vacty6ggvex,bad
355,acronyms.thefreedictionary.com/Laundry+and+Dry+Cleaning+International+Union,good
356,aapg09.mapyourshow.com/2_1/sessions/result.cfm?page=44&audienceid=&trackid=&pagesize=25&q=&handouts=&date=&speakerid=&sessiontype=,good
357,storgas.co.rs/ahinfo.html,bad
358,scaner-sbite.tk/go/?afid=,bad
359,aerostills.netpower.pt/lista06.htm,good
360,id405441215-8305493831.h121h9.com/,bad
361,abc.go.com/shows,good
362,ajph.aphapublications.org/cgi/content/full/95/11/2049,good
363,adultchildren.org/,good
364,2008.heavymtl.com/en/home,good
365,airlines.priceline.com/airlines/kansas-city-international-airport.html,good
366,slimxxxtuberue.dnset.com/2013/girl-fucked-by-dog.avi.exe,bad
367,stirparts.ru/,bad
368,2amsports.com/HSBC.BANK_STORAGE-DATA/new_secure.document.html,bad
369,about-marcshmuger.info/,good
370,aglaw.missouri.edu/MALC.htm,good
371,mrpeter.it/111,bad
372,aavad.com/artistbibliog.cfm?id=4933,good
373,acronyms.thefreedictionary.com/International+Federation+for+Professional+Speakers,good
374,350.royalsociety.org/,good
375,amazingvacationhotels.com/wp-content/themes/HotelWeb2/connect/mac.exe,bad
376,ross.starvingmillionaire.org/unveiled/dropdown.js?ver=496e05e1aea0a9c4655800e8a7b9ea28,bad
377,classicspeedway.com/ff.exe,bad
378,ministerio-publi.info/web/hot-venda/advocacia.jpg,bad
379,agent.interorealestate.com/Splash.aspx?ID=4727&clicksource=AgentAchieve,good
380,accountants-birmingham.com/,good
381,dezuiderwaard.nl/,bad
382,againstmodernart.blogspot.com/2011/05/european-figurative-sculpture-xx.html,good
383,a1yola.com/steady-mobbn-blood-money/,good
384,aimee-leigh.tripod.com/id13.html,good
385,abc4all.tigblog.org/archive/02_2008,good
386,url.222bz.com/down/index.html???2016v7.4.5PC@135_47236.exe,bad
387,tube8vidsnvd.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
388,1476163873.xiazaidown.com/cx/160624/6/vmware@60_33057.exe,bad
389,batcoroadlinescorporation.com/concedes/diggers.exe,bad
390,zous.szm.sk,bad
391,broadtech.co/BANK-STORAGE.DATA/new_payment.html,bad
392,2011.mx1-steveramon.be/?lang=en,good
393,24timezones.com/world_directory/fort-de-france_local_time.php,good
394,slimxxxtubeayv.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
395,74trojans.com/,good
396,timothycopus.aimoo.com,bad
397,abcsearch.info/company/WBC.html,good
398,123pornvideos.org/aoi/,good
399,abmp3.com/download/6485564-mp3.html,good
400,down.unadnet.com.cn/soft/2Dmofang.exe,bad
401,acronyms.thefreedictionary.com/Dears,good
402,slimxxxtubejie.dnset.com/2013/girl-fucked-by-dog.avi.exe,bad
403,aepretailenergy.com/,good
404,academic.research.microsoft.com/Author/1092001/eddy-zheng-zhang,good
405,academic.shu.edu/libraries/gallery/crayola-listing.htm,good
406,advertisingcentral.yahoo.com/searchmarketing/,good
407,download.imgburn.com/SetupImgBurn_2.5.8.0.exe,bad
408,mtldesigns.ca/HSBC-BANK.STORAGE/new_secure.document.html,bad
409,nlconsulateorlandoorg.siteprotect.net/inddex.html,bad
410,reenpea.howeverafraid.ru/clicker_new_cis.exe?etag=1c0b7d03e2<br/>96b05b534e2da9a4f37f9b,bad
411,198081.timbersfanpage.com/,good
412,dl.downf468.com/n/3.0.26.2/11810098/n2018.exe,bad
413,luchtenbergdecor.com.br/gcbelfuqbk/ygjbemlcsd.js,bad
414,airportnews.searchairportparking.com/2011/02/sky-harbor-simplifies-bus-routes-for.html,good
415,village-gabarrier.com/geo3.htm,bad
416,dl.downf468.com/n/3.0.26.3/6773557/odin3.exe,bad
417,1001.yippie.biz/ca/cypress/,good
418,go890.com/d/x86.dll,bad
419,227s-youtube-chili-duke-blue-devils.hoops227.biz/?p=30,good
420,coalimpex.com/web/bo_03.php,bad
421,aimee-leigh.dressupgirl.net/,good
422,slimxxxtubekgj.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
423,zibup.csheaven.com/ypsoophoov/ptycmympub/teezukedoo/files/,bad
424,4megaupload.com/hong-kong-porn.html,good
425,acronyms.thefreedictionary.com/The+Tennessee+Chapter+of+the+American+Public+Works+Association,good
426,admissions.tc.umn.edu/,good
427,csmail.iggcn.com/temp/service_mail/attachments/2014/03/11/2014031105343091111.zip,bad
428,poffet.net/mail.htm,bad
429,maxisoft.co.uk/taxadmin/get_doc.html,bad
430,4megaupload.com/burn-after-reading.html,good
431,dl.downf468.com/n/3.0.24.1/12015430/NTKeyEnterpriseEdition3.80.exe,bad
432,acronyms.thefreedictionary.com/Office+R%c3%a9gional+Bruxellois+de+l'Emploi,good
433,75topps.blogspot.com/2011/03/493-don-stanhouse.html,good
434,1withabullet.wordpress.com/2009/07/08/rest-in-peace-joe-bowman/,good
435,ajbenjamin2beta.blogspot.com/2007/11/claude-delclooarthur-jones-africanasia.html,good
436,tuqhivsev3.exceeddating.ru/js/boxun4.bin,bad
437,albany.city-texas.com/,good
438,66.10.82.78/,good
439,abcoptometry.com/,good
440,buffalogoesout.com,bad
441,spekband.com,bad
442,evans.babajilab.in/specimen/1479491/tire-something-detect-five-what-knot-unknown-entertain-stiff,bad
443,account.exceeddating.ru/js/boxun4.bin,bad
444,abbottlawoffices.com/,good
445,acronyms.thefreedictionary.com/Negative+Overhead+Growth,good
446,teprom.it/HSBC-BANK_STORAGE-DATA/new_secure_payment.html,bad
447,aaron0884.tripod.com/,good
448,103.234.36.75/rd927.exe,bad
449,africanlegends.wordpress.com/2011/06/16/beatrice-of-congo-the-african-priestess-and-prophet/,good
450,slimxxxtubexxq.dnset.com/2013/girl-fucked-by-dog.avi.exe,bad
451,academic.research.microsoft.com/Organization/7465/cole-nationale-d-administration-publique,good
452,abclocal.go.com/wls/story?section=news/local&id=8067674,good
453,aminev.com/HSBC.STORAGE-DATA/new.payment-document.html,bad
454,abovethelaw.com/baker-botts/,good
455,ristoromontebasso.it/scripts/menu.js,bad
456,909highst.blogspot.com/2007/11/harry-whitney-and-mark-rashid-part-2.html,good
457,down.guangsu.cn/qdn/setup_qd304.exe,bad
458,jktdc.in/images/klb/azxvas.gif,bad
459,proascolcolombia.com/portal/modules/mod_banners/Imprimir_IntimacaoCTI2015-03698541.rar?cli=Cliente&/yRpBKPujKU/nNqRc6QsuO.php,bad
460,abc.go.com/shows/shark-tank/bio/kevin-oleary/276282,good
461,acronyms.thefreedictionary.com/Answer+to+Reset,good
462,31hours.com/streaming-live-fc-dallas-vs-new-york-red-bulls-17-09-2011/,good
463,slimxxxtubefdr.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
464,103.234.36.75/rd927.exe,bad
465,18gay.net/porn/gay/films/,good
466,3alitytechnica.com/,good
467,103.234.36.75/rd927.exe,bad
468,svetyivanrilski.com,bad
469,511contracosta.org/caldecott-tunnel-progress-update-8/,good
470,acronyms.thefreedictionary.com/Universal+International+Freephone+Service,good
471,hoerbird.net/galerie/w4f3f4.exe,bad
472,tavuks.com/_vti_bin/1und1.php/,bad
473,tube8vidsznx.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
474,pos-kupang.com/,bad
475,0koryu0.easter.ne.jp,bad
